ESPÉCIE DE DÉBITO DETALHADA,ESPÉCIE,IDADE DA DÍVIDA,SALDO INICIAL DO PROCESSO,SALDO PROCESSO,VALOR RECOLHIMENTO PROCESSO,FAIXA DE RECOLHIMENTO,TAXA DE RECOLHIMENTO,PERÍODO DA DÍVIDA,PERIODO BAIXADO,SITUAÇÃO DO SALDO,INDICADOR DE PF OU PJ,SEGMENTO CONTRIBUINTE,QTDE. ANOS DO ESGOTAMENTO,ULTIMA ARRECADACAO,RATING
5,2,1,1281.66,1353.44,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,7,8630.15,21519.68,140.38,0,0.01626622943981275,1,1,0,1,17,0,0.0,3
5,2,4,237.23,244.02,0.0,0,0.0,0,0,0,0,10,0,2573.86,3
2,1,35,0.0,882276.95,0.0,0,0.0,1,1,0,1,1,0,0.0,3
4,1,8,575.77,565.57,235.8934,2,0.4097007485627942,1,1,2,1,12,19,0.0,1
5,2,3,1104.05,364.04,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,2,1905.39,524.53,1535.8,1,0.8060292118673866,0,0,1,1,7,0,9082.41,0
9,1,5,9753.439999999999,17725.82,0.0,0,0.0,0,0,0,1,17,15,8221.32,1
12,1,2,267470.04,211520.71,94941.71,2,0.3549620361218775,0,0,1,1,13,0,269481.72,0
4,1,4,4937.559999999999,4348.88,693.13,3,0.1403790536216269,0,0,1,1,8,0,0.0,0
2,1,44,0.0,42306.43,0.0,0,0.0,1,1,0,1,6,0,0.0,3
2,1,30,28153.97,57533.9,9610.2,2,0.3413444000970379,1,0,2,1,8,21,393.96,1
9,1,9,663.54,1270.18,743.23,1,1.120098260843355,1,2,2,1,17,19,0.0,0
5,2,5,1092.21,967.06,297.29,2,0.2721912452733449,0,0,2,0,10,2,0.0,1
5,2,3,1849.54,605.75,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1887.8,604.41,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,1280.17,1187.36,64.01,3,0.05000117171938102,0,0,1,0,10,0,0.0,0
9,1,1,2923.16,3144.03,0.0,0,0.0,0,0,0,1,13,1,0.0,1
