ESPÉCIE DE DÉBITO DETALHADA,ESPÉCIE,IDADE DA DÍVIDA,SALDO INICIAL DO PROCESSO,SALDO PROCESSO,VALOR RECOLHIMENTO PROCESSO,FAIXA DE RECOLHIMENTO,TAXA DE RECOLHIMENTO,PERÍODO DA DÍVIDA,PERIODO BAIXADO,SITUAÇÃO DO SALDO,INDICADOR DE PF OU PJ,SEGMENTO CONTRIBUINTE,QTDE. ANOS DO ESGOTAMENTO,ULTIMA ARRECADACAO,RATING
6,1,12,14868.8,26633.84,9942.09,1,0.6686544980092544,1,1,0,1,8,20,0.0,0
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,2216.19,614.01,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,2812.14,3036.87,0.0,0,0.0,0,0,0,0,10,0,1073.15,2
5,2,4,219.68,228.92,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1870.33,587.35,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,1,9033.380000000001,9765.06,0.0,0,0.0,0,0,0,1,17,0,0.0,1
9,1,10,12947.82,22876.69,6545.59,1,0.5055360670753842,1,2,2,1,12,19,0.0,0
4,1,12,7564.59,11666.11,1533.48,2,0.2027181909396279,1,1,2,1,8,3,0.0,1
6,1,18,1836.0,4763.33,28.32,0,0.01542483660130719,1,1,0,1,17,10,0.0,2
5,2,4,3446.57,1213.88,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,4,853.82,195.03,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,1,349.92,395.49,0.0,0,0.0,0,0,0,1,0,0,9638.92,1
5,2,1,1073.17,1126.84,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,11,78178.1,132348.84,512191.04,1,6.55159232572805,1,0,0,1,8,17,30088.15,0
5,2,1,800.3299999999999,840.35,0.0,0,0.0,0,0,0,0,10,0,218.99,2
5,2,1,0.0,423.76,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,12,452.0700000000001,515.36,200.44,2,0.4433826619771273,1,1,2,1,13,3,0.0,1
5,2,3,1870.33,587.35,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1870.33,636.37,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,7,2143.52,2622.08,417.194,3,0.1946303276853027,1,0,2,0,10,15,0.0,2
6,1,1,6903.74,7609.27,0.0,0,0.0,0,0,0,1,0,0,0.0,3
2,1,5,194284.03,73194.03,254088.3038,1,1.307818783664308,0,0,1,1,0,0,69297.89,0
5,2,1,2589.97,2797.17,0.0,0,0.0,0,0,0,0,10,0,0.0,2
3,1,1,0.0,28907.83,0.0,0,0.0,0,0,1,1,15,0,0.0,0
5,2,13,866.5999999999999,732.91,463.35,1,0.5346757442880221,1,2,2,1,7,15,1809.31,0
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,362.05,2
9,1,20,2729.9,7962.15,803.98,2,0.2945089563720283,1,1,2,1,6,9,0.0,1
5,2,1,1280.18,1361.57,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1864.84,606.39,0.0,0,0.0,0,0,0,0,10,0,5214.71,3
5,2,8,1406.43,1026.81,928.4142,1,0.6601211578251317,1,0,2,0,10,15,0.0,0
5,2,3,1767.85,606.86,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,5,29770.9,1476.1,31579.48,1,1.060749926942081,0,0,1,1,13,0,16476.11,0
5,2,1,0.0,253.01,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,1,4911.67,4207.15,1034.52,2,0.2106248994741096,0,0,1,1,17,0,25089.37,0
3,1,1,5111.71,2910.48,2864.42,1,0.5603643399175618,0,0,1,1,17,0,445644.48,0
6,1,12,4888.82,6589.2,2369.43,2,0.4846629657054258,1,1,2,1,12,20,0.0,1
6,1,2,1366.01,1480.6,0.0,0,0.0,0,0,0,1,12,0,2915.26,0
6,1,15,16030.37,28097.28,5898.8,2,0.3679765345403755,1,1,2,1,6,5,410.1,1
6,1,1,42490.00999999999,47994.28,0.0,0,0.0,0,0,0,1,15,0,90532.52,1
5,2,1,4812.99,5202.629999999999,0.0,0,0.0,0,0,0,0,10,0,2802.47,2
2,1,32,141197.4193,520404.84,0.0,0,0.0,1,1,0,1,1,0,0.0,3
6,1,5,24186.82,23696.06,10457.2834,2,0.4323546212358632,0,1,1,1,17,0,39881.91,0
5,2,3,1849.54,605.74,0.0,0,0.0,0,0,0,0,10,0,120.0,3
7,1,4,4060.24,2922.51,697.79,3,0.1718592989576971,0,0,1,1,12,0,193187.01,0
9,1,6,280706.46,569888.86,0.0,0,0.0,0,2,0,1,9,17,0.0,3
6,1,12,585.42,914.23,169.41,2,0.2893819821666496,1,1,2,1,1,20,0.0,1
9,1,2,0.0,108410.97,0.0,0,0.0,0,0,0,1,8,1,0.0,1
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,2,3245.62,3515.15,78.75,0,0.02426346892119225,0,0,2,1,13,1,9679.24,1
5,2,5,1022.13,1041.6,221.7236,2,0.2169230919746021,0,0,2,0,10,1,1250.97,1
4,1,2,3834.67,5011.49,0.0,0,0.0,0,0,0,1,9,0,1781.39,1
6,1,22,383.22,681.8,128.7,2,0.3358384217942696,1,1,2,1,14,9,0.0,0
5,2,3,1840.19,491.7,50.0,0,0.02717110733130818,0,0,1,0,10,0,18466.98,0
5,2,1,1280.18,1361.57,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,15,2769.93,6689.0,952.73,2,0.3439545403674462,1,1,2,1,8,15,0.0,1
5,2,7,891.64,585.61,606.1638,1,0.6798302005293617,1,0,2,0,10,12,0.0,0
9,1,5,1554.47,3102.9,0.0,0,0.0,0,1,0,1,14,17,0.0,3
5,2,4,207.07,227.81,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,14,19940.7,34358.86,5787.67,2,0.2902440736784566,1,2,2,1,8,3,0.0,1
4,1,7,1639.36,2481.61,0.0,0,0.0,1,1,0,1,13,0,0.0,3
9,1,2,8833.02,6446.19,3756.47,2,0.4252758399731915,0,0,2,1,0,1,5289.85,1
5,2,1,0.0,193.18,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1165.03,759.4100000000001,383.38,2,0.3290730710797147,0,0,2,0,10,12,918.62,1
9,1,18,4741.76,15359.63,1681.75,2,0.3546678870292887,1,1,0,1,12,10,0.0,1
4,1,8,103.83,165.04,0.0,0,0.0,1,1,0,1,18,0,0.0,3
6,1,3,5426.57,7474.59,0.0,0,0.0,0,0,0,1,9,0,675.16,1
11,3,10,1566.96,334.47,1575.9101,1,1.005711760351253,1,2,2,1,17,17,0.0,0
5,2,1,0.0,752.87,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,2468.36,1732.89,814.39,2,0.3299316145132801,0,0,2,0,10,12,0.0,1
6,1,1,0.0,12737.43,0.0,0,0.0,0,0,1,1,17,0,57917.55,0
5,2,3,1864.84,606.4,0.0,0,0.0,0,0,0,0,10,0,290.56,3
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,247.5,257.81,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,3,3486.59,4632.56,0.0,0,0.0,0,0,0,1,17,0,614.67,1
5,2,4,4537.86,861.35,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,7,4509.809999999999,7807.66,0.0,0,0.0,1,0,0,1,6,17,71366.79,3
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,7206.189999999999,1741.36,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,7,2985.44,1740.02,1817.33,1,0.6087310413205422,1,0,2,1,10,1,293570.49,0
2,1,38,0.0,2612246.37,0.0,0,0.0,1,1,0,1,7,0,0.0,3
